"X.1","X.2","X.3","X.4","X.5","y"
-0.775715835430631,0.795967493418414,1.00633018649623,0.758301629451054,-0.791353294679963,-7.57847690808125
-1.2775287929172,0.294095133837338,-0.125472715663335,0.531656326552183,0.775402824728238,5.51465223000195
-0.141765976340032,5.13793989968555,-1.77088586568877,0.852370621436191,1.55782140914841,1.15761325893372
-2.35979229184609,0.803646020171445,-3.2206162348834,0.557516301464733,1.33532957047541,-4.21948768896049
1.65351412098475,0.989188081305736,-0.0732226425298708,0.657199665782818,-0.352591052448298,10.0236623483851
2.4295407705308,-0.518339568108193,-0.50701694757495,1.41166493172007,-1.40360025641509,15.2586439566989
0.613495846601041,-2.41609581851944,-0.502959335632232,0.329957412099599,4.46688124924379,-3.47726852321145
0.618364667327073,2.99267806044055,0.0752058492991079,2.43177704578343,1.0315900737886,6.40968546973689
-0.897259749412917,0.69683235535794,0.181764183365339,0.574078709257496,1.15980940453209,-9.7008582138956
-4.88667279674556,0.820600659944642,-0.856645671029788,-0.477481852761058,0.708399497152266,30.827753052956
-2.4164436243985,-0.0247586589446309,0.67830426170005,-0.196209326570575,-1.18089467092999,-8.9441142216562
1.26571278542902,-0.30644711738822,1.78504380617788,0.739107138560427,2.04649562237003,-4.40923768488242
-0.249652227778084,-0.3005629517525,-0.247484075129195,0.282923082403498,0.0379738873830391,-1.45643559503317
0.762331086108041,-3.47363186396078,0.937057853090731,0.833982110290041,-0.862572838677837,-0.412689343788463
0.660482234636367,-1.31714798654396,1.9720542270783,-4.2360775640337,0.768031881084295,20.1420154293653
-0.089521108401685,-0.465329168135558,0.214571138634223,0.789198907162127,-0.272106093912267,-1.65128275900615
-1.22800152745043,-0.019321167476781,0.365451861097102,1.64763414665775,-0.634016773119467,-1.61653017759689
1.06751161955367,5.99328176823824,1.7089419746653,2.04515634503187,-0.964603814554227,12.3507946014116
3.37429522953821,-0.0202127554440068,-0.349147325472906,0.693180429299164,0.273241430557287,16.6248880476619
0.887862526693381,-2.00872529353283,0.930529100773719,-1.0183718879898,1.55916694202564,-6.0025333992933
-0.0906270782048126,-0.57321111261463,4.51244482630887,-0.671189898925613,1.48204762769003,-2.059792879501
-0.035728337287072,-0.168506642189968,-1.46438907337376,2.50575510026244,-0.0340606839911366,-3.99004168771113
0.710935083123212,-1.41785208826196,1.56468816678662,-2.08618437980059,-1.16790968930618,7.16045733298181
-1.46778376792385,-1.20204134509203,0.490413745987005,0.231139243005281,3.70759960472186,-1.73365496168192
0.136907806675384,-0.525412581769005,1.11727467597329,0.109541243543912,0.766363589238928,1.13474042860281
0.62091045019463,1.23078375903351,0.43312514243896,0.654531065278546,1.91986325447141,-0.982526346846479
7.91141600691362,0.634668498811343,0.297182967687439,-0.387929320204823,0.606466426417071,52.2320498616422
0.30368733114728,2.34977229425361,-2.04567259534797,-0.492631098002705,-2.1292532327705,-1.38114717463531
0.0444289618002437,1.88108474718876,-1.36525724582638,0.294376566615167,-0.784863246967977,2.49582400000487
3.32787616040896,-2.2068700664465,-0.66750686608933,-1.36744130834608,0.951862243467717,2.22369588285589
-1.74428915152676,6.41947266295953,-0.494471225387214,0.205757771703787,-0.728938609832385,-8.26012732243806
-0.557008856529529,-0.25537575253832,-0.937443773340039,0.34946711439658,0.083877580159426,5.53448477989876
-0.895116661525877,-0.666066864025529,0.512359886621697,-1.46509816984615,1.03391811614065,4.10759100467
-1.57025835080967,-0.0111493020889124,-8.61233265110554,-0.0928957934065024,0.953344708217902,-3.48641672178037
0.579216375384523,-0.0624473920921399,0.701519382094138,-0.0539871348199345,-0.686309512743572,-1.97656008975777
-1.36990259649637,0.184660267141072,0.890784222210357,0.627362364961843,0.0444890050653388,-4.38654593693485
1.10328364530803,-1.25469184323493,-0.216084931868773,0.18368424380576,1.6960939564133,5.06263136728032
-0.253545523368784,0.0833547811941259,-0.810581603263309,0.363993946923156,0.53621992565563,-2.16695141672574
0.954944438901118,0.356425869999062,-0.255686355551486,0.303976163393067,-2.82885246931848,-1.04155704025295
0.426188707799486,-0.537031996487917,-2.63293863693622,-1.40259888701069,2.44283438080612,-4.46851301162902
2.06027106522071,1.00405278686629,-1.00076992845391,0.693831168545815,0.578948608696817,3.45919903834361
2.12782110333996,-0.432467457799344,-3.08952377816882,-1.4007126796288,-0.148159685535719,6.52621376021908
0.119065554512732,-1.34543673669668,-0.0126013606560724,-1.63518427401623,1.67045611180913,4.30205173156248
0.0290608788319311,1.92487879769632,-0.200010642687375,1.70170952087804,-0.448659030725375,6.99000849383331
-1.29756355895898,-0.0999020276056496,0.933247328715816,1.21002577583418,0.420645877686608,-0.679095781144079
-0.929888750773648,-1.26894057625033,-0.0687963278306192,-0.829173680145073,-2.22973403664142,6.30264376822345
0.109983242962481,0.839614971506371,2.80205972983831,-1.30138647914267,1.79308077965525,-0.894615470231791
-0.115345948647289,-0.150322122112936,-0.954410149497136,-1.02322225502476,-0.486260702069484,0.963417960852043
-0.544580559317922,-0.831063771443331,-0.78877949484659,2.64136724447556,3.27659221730619,4.72454248920969
-0.190127200992388,0.01523773104747,0.422894979793832,0.736708865218641,1.08518929032764,-4.91252427479944
